latitude,longitude,date,species,url,image_url,reference,n,location,depth,gear,temp,traps,id,notes,source,sex,source_id,previous_species,aquarium_inp,obs_type,id_correct,misid_reason,reviewer,is_sequenced,tax_type,genbank_accession
29.454,-86.895,4/6/12,Bathynomus giganteus,https://www.gbif.org/occurrence/2249525710,,Timm2018,1,Gulf of Mexico,,,,,1216,Gulf of Mexico - These records are incorrect in GBIF and refer to longitude as East when it should be West,GBIF,,GBCMI3511-19,,,,,,JJ,TRUE,,
29.449,-87.951,4/6/12,Bathynomus giganteus,https://www.gbif.org/occurrence/2249526023,,Timm2018,1,Gulf of Mexico,,,,,1217,Gulf of Mexico - These records are incorrect in GBIF and refer to longitude as East when it should be West,GBIF,,GBCMI3522-19,,,,,,JJ,TRUE,,
29.454,-86.895,4/6/12,Bathynomus giganteus,https://www.gbif.org/occurrence/2249526179,,Timm2018,1,Gulf of Mexico,,,,,1218,Gulf of Mexico - These records are incorrect in GBIF and refer to longitude as East when it should be West,GBIF,,GBCMI3508-19,,,,,,JJ,TRUE,,
29.449,-87.951,4/6/12,Bathynomus giganteus,https://www.gbif.org/occurrence/2249526696,,Timm2018,1,Gulf of Mexico,,,,,1219,Gulf of Mexico - These records are incorrect in GBIF and refer to longitude as East when it should be West,GBIF,,GBCMI3518-19,,,,,,JJ,TRUE,,
29.449,-87.951,4/6/12,Bathynomus giganteus,https://www.gbif.org/occurrence/2249526818,,Timm2018,1,Gulf of Mexico,,,,,1220,Gulf of Mexico - These records are incorrect in GBIF and refer to longitude as East when it should be West,GBIF,,GBCMI3524-19,,,,,,JJ,TRUE,,
29.029,-87.295,4/10/12,Bathynomus giganteus,https://www.gbif.org/occurrence/3351563165,,Timm2018,1,East wall of De Soto Canyon,400,longline,,,1221,157 total individuals from this survey,literature,,,,FALSE,,,,JJ,TRUE,,MG229090
28.824,-88.84,4/12/12,Bathynomus giganteus,https://www.gbif.org/occurrence/3348705982,,Timm2018,1,Western Desoto,400,longline,,,1222,157 total individuals from this survey,,,,,FALSE,,,,JJ,TRUE,,MG229542
28.924,-88.516,4/12/12,Bathynomus giganteus,https://www.gbif.org/occurrence/3348705982,,Timm2018,1,Western Desoto,400,longline,,,1223,157 total individuals from this survey,,,,,FALSE,,,,JJ,TRUE,,MG229542
28.924,-88.516,4/12/12,Bathynomus giganteus,https://www.gbif.org/occurrence/2249523742,,Timm2018,1,Gulf of Mexico,,,,,1224,Gulf of Mexico - These records are incorrect in GBIF and refer to longitude as East when it should be West,GBIF,,GBCMI3538-19,,,,,,JJ,TRUE,,
28.824,-88.84,4/12/12,Bathynomus giganteus,https://www.gbif.org/occurrence/2249523793,,Timm2018,1,Gulf of Mexico,,,,,1225,Gulf of Mexico - These records are incorrect in GBIF and refer to longitude as East when it should be West,GBIF,,GBCMI3534-19,,,,,,JJ,TRUE,,
28.924,-88.516,4/12/12,Bathynomus giganteus,https://www.gbif.org/occurrence/2249524049,,Timm2018,1,Gulf of Mexico,,,,,1226,Gulf of Mexico - These records are incorrect in GBIF and refer to longitude as East when it should be West,GBIF,,GBCMI3541-19,,,,,,JJ,TRUE,,
28.924,-88.516,4/12/12,Bathynomus giganteus,https://www.gbif.org/occurrence/2249524109,,Timm2018,1,Gulf of Mexico,,,,,1227,Gulf of Mexico - These records are incorrect in GBIF and refer to longitude as East when it should be West,GBIF,,GBCMI3542-19,,,,,,JJ,TRUE,,
28.924,-88.516,4/12/12,Bathynomus giganteus,https://www.gbif.org/occurrence/2249524591,,Timm2018,1,Gulf of Mexico,,,,,1228,Gulf of Mexico - These records are incorrect in GBIF and refer to longitude as East when it should be West,GBIF,,GBCMI3543-19,,,,,,JJ,TRUE,,
28.924,-88.516,4/12/12,Bathynomus giganteus,https://www.gbif.org/occurrence/2249524847,,Timm2018,1,Gulf of Mexico,,,,,1229,Gulf of Mexico - These records are incorrect in GBIF and refer to longitude as East when it should be West,GBIF,,GBCMI3537-19,,,,,,JJ,TRUE,,
28.824,-88.84,4/12/12,Bathynomus giganteus,https://www.gbif.org/occurrence/2249525566,,Timm2018,1,Gulf of Mexico,,,,,1230,Gulf of Mexico - These records are incorrect in GBIF and refer to longitude as East when it should be West,GBIF,,GBCMI3535-19,,,,,,JJ,TRUE,,
28.824,-88.84,4/12/12,Bathynomus giganteus,https://www.gbif.org/occurrence/2249525640,,Timm2018,1,Gulf of Mexico,,,,,1231,Gulf of Mexico - These records are incorrect in GBIF and refer to longitude as East when it should be West,GBIF,,GBCMI3533-19,,,,,,JJ,TRUE,,
28.924,-88.516,4/12/12,Bathynomus giganteus,https://www.gbif.org/occurrence/2249526077,,Timm2018,1,Gulf of Mexico,,,,,1232,Gulf of Mexico - These records are incorrect in GBIF and refer to longitude as East when it should be West,GBIF,,GBCMI3536-19,,,,,,JJ,TRUE,,
28.924,-88.516,4/12/12,Bathynomus giganteus,https://www.gbif.org/occurrence/2249526310,,Timm2018,1,Gulf of Mexico,,,,,1233,Gulf of Mexico - These records are incorrect in GBIF and refer to longitude as East when it should be West,GBIF,,GBCMI3539-19,,,,,,JJ,TRUE,,
28.924,-88.516,4/12/12,Bathynomus giganteus,https://www.gbif.org/occurrence/2249526439,,Timm2018,1,Gulf of Mexico,,,,,1234,Gulf of Mexico - These records are incorrect in GBIF and refer to longitude as East when it should be West,GBIF,,GBCMI3540-19,,,,,,JJ,TRUE,,
28.75,-88.593,4/13/12,Bathynomus giganteus,https://www.gbif.org/occurrence/3348793993,,Timm2018,1,Western Desoto,200-600,longline,,,1235,157 total individuals from this survey,,,,,FALSE,,,,JJ,TRUE,,MG229145
28.75,-88.593,4/13/12,Bathynomus giganteus,https://www.gbif.org/occurrence/2249524567,,Timm2018,1,Gulf of Mexico,,,,,1236,Gulf of Mexico - These records are incorrect in GBIF and refer to longitude as East when it should be West,GBIF,,GBCMI3531-19,,,,,,JJ,TRUE,,
28.75,-88.593,4/13/12,Bathynomus giganteus,https://www.gbif.org/occurrence/2249525039,,Timm2018,1,Gulf of Mexico,,,,,1237,Gulf of Mexico - These records are incorrect in GBIF and refer to longitude as East when it should be West,GBIF,,GBCMI3532-19,,,,,,JJ,TRUE,,
-5.04907,145.81824,11/22/12,Bathynomus sp.,https://www.gbif.org/occurrence/1019683997,https://www.gbif.org/tools/zoom/simple.html?src=//api.gbif.org/v1/image/cache/occurrence/1019683997/media/431c2d9726fc4080976d62c31803b9ea,,1,Rempi Area,120,,,,1238,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-2026 | recordNumber:  | recordedBy:  | identifiedBy: Frutos | locality: Rempi Area | waterBody:  | country: Papua New Guinea",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-2026,,,,,,,FALSE,,
-5.07092,145.8522,11/28/12,Bathynomus sp.,https://www.gbif.org/occurrence/1019680763,,,1,W Sek I.,584.5,,,,1239,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-11807 | recordNumber:  | recordedBy:  | identifiedBy:  | locality: W Sek I. | waterBody:  | country: Papua New Guinea",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-11807,,,,,,,FALSE,,
-5.07092,145.8522,11/28/12,Bathynomus sp.,https://www.gbif.org/occurrence/1019686930,,,1,W Sek I.,584.5,,,,1240,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-966 | recordNumber:  | recordedBy:  | identifiedBy: Frutos | locality: W Sek I. | waterBody:  | country: Papua New Guinea",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-966,,,,,,,FALSE,,
-5.55863,146.47618,12/8/12,Bathynomus sp.,https://www.gbif.org/occurrence/1019680855,,,1,N Helmholtz Point,934,,,,1241,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-11810 | recordNumber:  | recordedBy:  | identifiedBy: Frutos | locality: N Helmholtz Point | waterBody:  | country: Papua New Guinea",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-11810,,,,,,,FALSE,,
-5.55863,146.47618,12/8/12,Bathynomus sp.,https://www.gbif.org/occurrence/1019680882,,,1,N Helmholtz Point,934,,,,1242,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-11811 | recordNumber:  | recordedBy:  | identifiedBy: Frutos | locality: N Helmholtz Point | waterBody:  | country: Papua New Guinea",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-11811,,,,,,,FALSE,,
-5.40618,145.90984,12/13/12,Bathynomus sp.,https://www.gbif.org/occurrence/1019680609,,,1,Astrolabe Bay,920,,,,1243,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-11801 | recordNumber:  | recordedBy:  | identifiedBy: Frutos | locality: Astrolabe Bay | waterBody:  | country: Papua New Guinea",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-11801,,,,,,,FALSE,,
-5.4246,145.93225,12/13/12,Bathynomus sp.,https://www.gbif.org/occurrence/1019683748,,,1,Astrolabe Bay,685,,,,1244,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-18128 | recordNumber:  | recordedBy:  | identifiedBy: Frutos | locality: Astrolabe Bay | waterBody:  | country: Papua New Guinea",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-18128,,,,,,,FALSE,,
-5.35542,145.82213,12/14/12,Bathynomus sp.,https://www.gbif.org/occurrence/1019680630,,,1,Astrolabe Bay,547.5,,,,1245,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-11802 | recordNumber:  | recordedBy:  | identifiedBy: Frutos | locality: Astrolabe Bay | waterBody:  | country: Papua New Guinea",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-11802,,,,,,,FALSE,,
-5.36627,145.80696,12/14/12,Bathynomus sp.,https://www.gbif.org/occurrence/1019680665,,,1,Astrolabe Bay,455,,,,1246,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-11803 | recordNumber:  | recordedBy:  | identifiedBy: Frutos | locality: Astrolabe Bay | waterBody:  | country: Papua New Guinea",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-11803,,,,,,,FALSE,,
-5.36627,145.80696,12/14/12,Bathynomus sp.,https://www.gbif.org/occurrence/1019680688,,,1,Astrolabe Bay,455,,,,1247,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-11804 | recordNumber:  | recordedBy:  | identifiedBy: Frutos | locality: Astrolabe Bay | waterBody:  | country: Papua New Guinea",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-11804,,,,,,,FALSE,,
-5.36627,145.80696,12/14/12,Bathynomus sp.,https://www.gbif.org/occurrence/1019680715,,,1,Astrolabe Bay,455,,,,1248,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-11805 | recordNumber:  | recordedBy:  | identifiedBy: Frutos | locality: Astrolabe Bay | waterBody:  | country: Papua New Guinea",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-11805,,,,,,,FALSE,,
-5.3651,145.79694,12/14/12,Bathynomus sp.,https://www.gbif.org/occurrence/1019680915,,,1,Astrolabe Bay,362.5,,,,1249,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-11812 | recordNumber:  | recordedBy:  | identifiedBy: Frutos | locality: Astrolabe Bay | waterBody:  | country: Papua New Guinea",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-11812,,,,,,,FALSE,,
-5.36627,145.80696,12/14/12,Bathynomus sp.,https://www.gbif.org/occurrence/1019683728,,,1,Astrolabe Bay,455,,,,1250,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-18127 | recordNumber:  | recordedBy:  | identifiedBy: Frutos | locality: Astrolabe Bay | waterBody:  | country: Papua New Guinea",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-18127,,,,,,,FALSE,,
-5.36442,145.84477,12/14/12,Bathynomus sp.,https://www.gbif.org/occurrence/1019683741,,,5,Astrolabe Bay,648.5,,,,1251,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-18125 | recordNumber:  | recordedBy:  | identifiedBy: Frutos | locality: Astrolabe Bay | waterBody:  | country: Papua New Guinea",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-18125,,,,,,,FALSE,,
-4.87453,145.84108,12/16/12,Bathynomus sp.,https://www.gbif.org/occurrence/1019682358,,,1,Cape Croisiles,615,,,,1252,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-1519 | recordNumber:  | recordedBy:  | identifiedBy: Frutos | locality: Cape Croisiles | waterBody:  | country: Papua New Guinea",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-1519,,,,,,,FALSE,,
-4.31517,145.61888,12/17/12,Bathynomus sp.,https://www.gbif.org/occurrence/1019683766,,,1,E Kotakot,1022.5,,,,1253,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-18126 | recordNumber:  | recordedBy:  | identifiedBy: Frutos | locality: E Kotakot | waterBody:  | country: Papua New Guinea",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-18126,,,,,,,FALSE,,
-4.31517,145.61888,12/17/12,Bathynomus sp.,https://www.gbif.org/occurrence/1019686211,,,1,E Kotakot,1022.5,,,,1254,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-887 | recordNumber:  | recordedBy:  | identifiedBy: Frutos | locality: E Kotakot | waterBody:  | country: Papua New Guinea",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-887,,,,,,,FALSE,,
-3.28017,142.9897,12/22/12,Bathynomus sp.,https://www.gbif.org/occurrence/1019682897,,,1,Dogreto Bay,710,,,,1255,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-1590 | recordNumber:  | recordedBy:  | identifiedBy: Frutos | locality: Dogreto Bay | waterBody:  | country: Papua New Guinea",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-1590,,,,,,,FALSE,,
-2.85317,150.93883,4/25/14,Bathynomus sp.,https://www.gbif.org/occurrence/3028869449,,,1,Papua New Guinea,1237,,,,1257,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-3096 | recordNumber:  | recordedBy:  | identifiedBy: Frutos | locality:  | waterBody:  | country: Papua New Guinea",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-3096,,,,,,,FALSE,,
-5.48667,146.146,5/8/14,Bathynomus sp.,https://www.gbif.org/occurrence/3028869425,,,2,Basamuk Bay,588,,,,1258,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2014-9491 | recordNumber:  | recordedBy:  | identifiedBy: Frutos | locality: Basamuk Bay | waterBody:  | country: Papua New Guinea",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2014-9491,,,,,,,FALSE,,
-5.47317,146.14667,5/8/14,Bathynomus sp.,https://www.gbif.org/occurrence/3028869448,,,6,Basamuk Bay,603,,,,1259,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2014-18369 | recordNumber:  | recordedBy:  | identifiedBy: Frutos | locality: Basamuk Bay | waterBody:  | country: Papua New Guinea",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2014-18369,,,,,,,FALSE,,
19.98748,-92.31382,7/7/14,Bathynomus giganteus,https://www.gbif.org/occurrence/2642798680,,,1,Campeche bank,600,,,,1260,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: FCMM | collectionCode: YUC-CC-255-11 | catalogNumber: YUC-CC-255-11-002116 | recordNumber:  | recordedBy: Luis Daniel Santana Moreno | identifiedBy: Luis Daniel Santana Moreno | locality: Campeche bank | waterBody:  | country: Mexico",GBIF,,CCY-001848,,,,,,,FALSE,,
7.14583,-53.0885,8/1/14,Bathynomus giganteus,https://www.gbif.org/occurrence/1212549670,,,1,French Guiana,300.5,,,,1261,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-2922 | recordNumber:  | recordedBy: MNHN - convention APA-973-1 | identifiedBy: Besse février 2015 | locality:  | waterBody:  | country: French Guiana",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-2922,,,,,,,FALSE,,
29.92296,122.30118,12/15/22,Bathynomus doederleini,https://www.inaturalist.org/observations/255190576,https://inaturalist-open-data.s3.amazonaws.com/photos/457270406/medium.jpg,Alex Pintsen JIN,1,,,,,,1691,,iNaturalist,,,,FALSE,opportunistic,maybe,,JJ,FALSE,,
7.26033,-53.019,8/2/14,Bathynomus giganteus,https://www.gbif.org/occurrence/1212549686,,,1,French Guiana,502.5,,,,1262,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-2929 | recordNumber:  | recordedBy: MNHN - convention APA-973-1 | identifiedBy: Besse février 2015 | locality:  | waterBody:  | country: French Guiana",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-2929,,,,,,,FALSE,,
6.7735,-52.494,8/3/14,Bathynomus giganteus,https://www.gbif.org/occurrence/1212549643,,,1,French Guiana,396.5,,,,1263,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-2926 | recordNumber:  | recordedBy: MNHN - convention APA-973-1 | identifiedBy: Besse février 2015 | locality:  | waterBody:  | country: French Guiana",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-2926,,,,,,,FALSE,,
6.80967,-52.492,8/3/14,Bathynomus giganteus,https://www.gbif.org/occurrence/1212549650,,,1,French Guiana,499,,,,1264,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-2919 | recordNumber:  | recordedBy: MNHN - convention APA-973-1 | identifiedBy: Besse février 2015 | locality:  | waterBody:  | country: French Guiana",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-2919,,,,,,,FALSE,,
6.7735,-52.494,8/3/14,Bathynomus giganteus,https://www.gbif.org/occurrence/1212549654,,,1,French Guiana,396.5,,,,1265,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-2925 | recordNumber:  | recordedBy: MNHN - convention APA-973-1 | identifiedBy: Besse février 2015 | locality:  | waterBody:  | country: French Guiana",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-2925,,,,,,,FALSE,,
6.731,-52.49333,8/3/14,Bathynomus giganteus,https://www.gbif.org/occurrence/1212549665,,,1,French Guiana,305,,,,1266,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-2924 | recordNumber:  | recordedBy: MNHN - convention APA-973-1 | identifiedBy: Besse février 2015 | locality:  | waterBody:  | country: French Guiana",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-2924,,,,,,,FALSE,,
6.7735,-52.494,8/3/14,Bathynomus giganteus,https://www.gbif.org/occurrence/1212549679,,,1,French Guiana,396.5,,,,1267,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-2930 | recordNumber:  | recordedBy: MNHN - convention APA-973-1 | identifiedBy: Besse février 2015 | locality:  | waterBody:  | country: French Guiana",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-2930,,,,,,,FALSE,,
6.7735,-52.494,8/3/14,Bathynomus giganteus,https://www.gbif.org/occurrence/1212549688,,,1,French Guiana,396.5,,,,1268,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-2932 | recordNumber:  | recordedBy: MNHN - convention APA-973-1 | identifiedBy: Besse février 2015 | locality:  | waterBody:  | country: French Guiana",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-2932,,,,,,,FALSE,,
6.80967,-52.492,8/3/14,Bathynomus giganteus,https://www.gbif.org/occurrence/1212549689,,,1,French Guiana,499,,,,1269,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-2921 | recordNumber:  | recordedBy: MNHN - convention APA-973-1 | identifiedBy: Besse février 2015 | locality:  | waterBody:  | country: French Guiana",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-2921,,,,,,,FALSE,,
6.7735,-52.494,8/3/14,Bathynomus giganteus,https://www.gbif.org/occurrence/1212549690,,,1,French Guiana,396.5,,,,1270,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-2931 | recordNumber:  | recordedBy: MNHN - convention APA-973-1 | identifiedBy: Besse février 2015 | locality:  | waterBody:  | country: French Guiana",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-2931,,,,,,,FALSE,,
6.7735,-52.494,8/3/14,Bathynomus giganteus,https://www.gbif.org/occurrence/1212549693,,,1,French Guiana,396.5,,,,1271,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-2927 | recordNumber:  | recordedBy: MNHN - convention APA-973-1 | identifiedBy: Besse février 2015 | locality:  | waterBody:  | country: French Guiana",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-2927,,,,,,,FALSE,,
6.95967,-52.61284,8/9/14,Bathynomus giganteus,https://www.gbif.org/occurrence/1090981704,,,1,French Guiana,537,,,,1272,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2014-10312 | recordNumber:  | recordedBy: MNHN - convention APA-973-1 | identifiedBy: Besse février 2015 | locality:  | waterBody:  | country: French Guiana",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2014-10312,,,,,,,FALSE,,
6.885,-52.55767,8/9/14,Bathynomus giganteus,https://www.gbif.org/occurrence/1212549476,,,1,French Guiana,498.5,,,,1273,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-2705 | recordNumber:  | recordedBy: MNHN - convention APA-973-1 | identifiedBy: Besse février 2015 | locality:  | waterBody:  | country: French Guiana",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-2705,,,,,,,FALSE,,
6.885,-52.55767,8/9/14,Bathynomus giganteus,https://www.gbif.org/occurrence/1212549664,,,1,French Guiana,498.5,,,,1274,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-2920 | recordNumber:  | recordedBy: MNHN - convention APA-973-1 | identifiedBy: Besse février 2015 | locality:  | waterBody:  | country: French Guiana",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-2920,,,,,,,FALSE,,
6.94333,-52.559,8/9/14,Bathynomus giganteus,https://www.gbif.org/occurrence/1212549669,,,1,French Guiana,600.5,,,,1275,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-2923 | recordNumber:  | recordedBy: MNHN - convention APA-973-1 | identifiedBy: Besse février 2015 | locality:  | waterBody:  | country: French Guiana",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-2923,,,,,,,FALSE,,
6.885,-52.55767,8/9/14,Bathynomus giganteus,https://www.gbif.org/occurrence/1212549680,,,1,French Guiana,498.5,,,,1276,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MNHN | collectionCode: IU | catalogNumber: 2013-2928 | recordNumber:  | recordedBy: MNHN - convention APA-973-1 | identifiedBy: Besse février 2015 | locality:  | waterBody:  | country: French Guiana",GBIF,,http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-2928,,,,,,,FALSE,,
18.6174,-74.5641,8/26/14,Bathynomus giganteus,https://www.gbif.org/occurrence/1022645638,,,1,Windward Passage,609.6,,,,1277,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MCZ | collectionCode: IZ | catalogNumber: 43650 | recordNumber:  | recordedBy: E/V Nautilus-050, Ocean Exploration Trust | identifiedBy: E/V Nautilus, Ocean Exploration Trust | locality: Windward Passage | waterBody: Atlantic, Western Central | country: Haiti",GBIF,,MCZ:IZ:43650,,,,,,,FALSE,,
