latitude,longitude,date,species,url,image_url,reference,n,location,depth,gear,temp,traps,id,notes,source,sex,source_id,previous_species,aquarium_inp,obs_type,id_correct,misid_reason,reviewer,is_sequenced,tax_type,genbank_accession
7.4,-5.1,11/26/69,Bathynomus sp.,https://www.gbif.org/occurrence/1318413774,,Dataset: NMNH Extant Biology,1,North Atlantic Ocean,668,,,,164,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: USNM | collectionCode: IZ | catalogNumber: USNM 236025 | recordNumber:  | recordedBy:  | identifiedBy: Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History | locality:  | waterBody: North Atlantic Ocean | country: Côte d’Ivoire",GBIF,,http://n2t.net/ark:/65665/33594b0e9-5cb9-44fd-841e-f702d5e35fc2,Bathynomus giganteus,,survey,no,coordinates,JJ,FALSE,,
34.15333,136.62,7/13/78,Bathynomus doederleini,,,Sekiguchi1981,9,,200,,,3,283,,literature,,,,FALSE,,,,,,,
33.775,136.12333,10/31/80,Bathynomus doederleini,,,Sekiguchi1981,9,,170,,,4,307,,literature,,,,FALSE,,,,,,,
25.14258,-77.28016,11/14/22,Bathynomus giganteus,,,,1,,886,traps,7.17,Eel,1661,,BTW expedition,,,,FALSE,,,,,,,
21.90833,-92.42333,8/11/89,Bathynomus giganteus,https://doi.org/10.2307/1548476,,Briones-Fourzan&Lozano-Alvarez1991,11,Yucatan Peninsula,384-428,traps,,rectangular,444,cruise 4,literature,,,,FALSE,,,,,,,
26.94,-85.024,4/8/11,Bathynomus giganteus,https://www.gbif.org/occurrence/2249524542,,Timm2018,1,Gulf of Mexico,,,,,1063,Gulf of Mexico - These records are incorrect in GBIF and refer to longitude as East when it should be West,GBIF,,GBCMI3573-19,,,,,,JJ,TRUE,,
22.4667,120.4333,8/1/90,Bathynomus doederleini,https://brill.com/view/journals/cr/61/2/article-p141_3.xml,,Tso&Mok1991,172,"Tungkang, Taiwan",350,Traps,,Fish,588,,literature,,,,FALSE,,,,,,,
20.58,115.88,8/1/91,Bathynomus sp.,,,Soong1992,2,,497,,,,746,,literature,,,,FALSE,,,,,,,
25.14258,-77.28016,11/14/22,Bathynomus giganteus,,,,1,,886,traps,7.17,Eel,1662,,BTW expedition,,,,FALSE,,,,,,,
25.18906,-77.11405,11/17/22,Bathynomus giganteus,,,,1,,749,traps,9.96,Eel,1689,,BTW expedition,,,,FALSE,,,,,,,
26.94,-85.024,4/8/11,Bathynomus giganteus,https://www.gbif.org/occurrence/2249524795,,Timm2018,1,Gulf of Mexico,,,,,1065,Gulf of Mexico - These records are incorrect in GBIF and refer to longitude as East when it should be West,GBIF,,GBCMI3568-19,,,,,,JJ,TRUE,,
25.14258,-77.28016,11/14/22,Bathynomus giganteus,,,,1,,886,traps,7.17,Eel,1663,,BTW expedition,,,,FALSE,,,,,,,
22.40333,-91.58667,5/22/99,Bathynomus giganteus,https://www.sciencedirect.com/science/article/abs/pii/S0967063703000360,,Barradas-Ortiz2003,1,Yucatan Peninsula,550,trawl net,6–8.5,,835,,literature,,,,FALSE,,,,,,,
25.14258,-77.28016,11/14/22,Bathynomus giganteus,,,,1,,886,traps,7.17,Square,1664,,BTW expedition,,,,FALSE,,,,,,,
34.86827,138.37433,3/10/25,Bathynomus doederleini,,,,1,,487,traps,,Large amphipod - Bonito,1784,,BTW expedition,,,,FALSE,,,,,,,
25.14258,-77.28016,11/14/22,Bathynomus giganteus,,,,1,,886,traps,7.17,Square,1665,,BTW expedition,,,,FALSE,,,,,,,
25.14258,-77.28016,11/14/22,Bathynomus giganteus,,,,1,,886,traps,7.17,Square,1666,,BTW expedition,,,,FALSE,,,,,,,
26.94,-85.024,4/8/11,Bathynomus giganteus,https://www.gbif.org/occurrence/2249522328,,Timm2018,1,Gulf of Mexico,,,,,1056,Gulf of Mexico - These records are incorrect in GBIF and refer to longitude as East when it should be West,GBIF,,GBCMI3575-19,,,,,,JJ,TRUE,,
26.94,-85.024,4/8/11,Bathynomus giganteus,https://www.gbif.org/occurrence/2249522954,,Timm2018,1,Gulf of Mexico,,,,,1057,Gulf of Mexico - These records are incorrect in GBIF and refer to longitude as East when it should be West,GBIF,,GBCMI3572-19,,,,,,JJ,TRUE,,
29.301,-87.33,4/5/12,Bathynomus giganteus,https://www.gbif.org/occurrence/3348705980,,Timm2018,1,West wall of De Soto Canyon,400,longline,,,1194,157 total individuals from this survey,,,,,FALSE,,,,JJ,TRUE,,MG229344
25.14258,-77.28016,11/14/22,Bathynomus giganteus,,,,1,,886,traps,7.17,Square,1667,,BTW expedition,,,,FALSE,,,,,,,
27.911,-85.54,4/10/11,Bathynomus giganteus,https://www.gbif.org/occurrence/2249526050,,Timm2018,1,Gulf of Mexico,,,,,1093,Gulf of Mexico - These records are incorrect in GBIF and refer to longitude as East when it should be West,GBIF,,GBCMI3548-19,,,,,,JJ,TRUE,,
25.14258,-77.28016,11/14/22,Bathynomus giganteus,,,,1,,886,traps,7.17,Square,1668,,BTW expedition,,,,FALSE,,,,,,,
25.15942,-77.231,11/16/22,Bathynomus giganteus,,,,1,,990,traps,6.41,Eel,1669,,BTW expedition,,,,FALSE,,,,,,,
29.449,-87.951,4/6/12,Bathynomus giganteus,https://www.gbif.org/occurrence/2249525697,,Timm2018,1,Gulf of Mexico,,,,,1215,Gulf of Mexico - These records are incorrect in GBIF and refer to longitude as East when it should be West,GBIF,,GBCMI3520-19,,,,,,JJ,TRUE,,
34.86827,138.37433,3/10/25,Bathynomus doederleini,,,,1,,487,traps,,Large amphipod - Bonito,1786,,BTW expedition,,,,FALSE,,,,,,,
-12.57782,-38.00181,1/14/14,Bathynomus giganteus,https://www.inaturalist.org/observations/110138752,https://static.inaturalist.org/photos/185742959/medium.jpg,,1,,,,,,1256,,iNaturalist,,,,TRUE,aquarium,,,JJ,FALSE,,
16.20585,-86.48609,1/6/17,Bathynomus giganteus,https://www.inaturalist.org/observations/8329721,https://static.inaturalist.org/photos/11066172/medium.jpg,,1,,,,,,1533,Seen ~ 1800’ deep within submersible. Location and exact time is not exact.,iNaturalist,,,,FALSE,rov,maybe,,JJ,FALSE,,
25.14258,-77.28016,11/14/22,Bathynomus giganteus,,,,1,,886,traps,7.17,Eel,1660,,BTW expedition,,,,FALSE,,,,,,,
-26.3779,153.84816,2/17/23,Bathynomus kapala,https://www.inaturalist.org/observations/148936510,https://www.inaturalist.org/observations/148936510,,2,,,,,,1699,,iNaturalist,,,,FALSE,opportunistic,maybe,,JJ,FALSE,,
7.80319,98.40737,,Bathynomus lowryi,https://www.gbif.org/occurrence/90116205,,,1,"Phuket , Thailand",,,,,1835,"orig_scientificName: Bathynomus lowryi Bruce & Bussarawit, 2004 | basisOfRecord: OCCURRENCE | institutionCode: NCL | collectionCode: INDOBIS-DATASET1 | catalogNumber: 113622 | recordNumber:  | recordedBy:  | identifiedBy:  | locality: Phuket , Thailand | waterBody:  | country: Thailand",GBIF,,90116205,,,,,,,FALSE,,
25.15942,-77.231,11/16/22,Bathynomus giganteus,,,,1,,990,traps,6.41,Eel,1670,,BTW expedition,,,,FALSE,,,,,,,
25.15942,-77.231,11/16/22,Bathynomus giganteus,,,,1,,990,traps,6.41,Eel,1671,,BTW expedition,,,,FALSE,,,,,,,
22.63833,-90.45833,8/14/89,Bathynomus giganteus,https://doi.org/10.2307/1548477,,Briones-Fourzan&Lozano-Alvarez1991,1,Yucatan Peninsula,367-385,traps,,rectangular,445,cruise 4,literature,,,,FALSE,,,,,,,
25.15942,-77.231,11/16/22,Bathynomus giganteus,,,,1,,990,traps,6.41,Eel,1672,,BTW expedition,,,,FALSE,,,,,,,
25.15942,-77.231,11/16/22,Bathynomus giganteus,,,,1,,990,traps,6.41,Eel,1673,,BTW expedition,,,,FALSE,,,,,,,
22.28,120.38,2/1/19,Bathynomus doederleini,https://www.gbif.org/occurrence/5861886365,,,1,Chinese Taipei,,,,,2097,"orig_scientificName: BOLD:AEI6207 | basisOfRecord: MATERIAL_SAMPLE | institutionCode: Mined from GenBank, NCBI | collectionCode:  | catalogNumber:  | recordNumber:  | recordedBy:  | identifiedBy:  | locality:  | waterBody:  | country: Chinese Taipei",GBIF,,PV719640,,,,,,,TRUE,,PV719640
25.15942,-77.231,11/16/22,Bathynomus giganteus,,,,1,,990,traps,6.41,Eel,1674,,BTW expedition,,,,FALSE,,,,,,,
23.34167,-89.937,8/15/89,Bathynomus giganteus,https://doi.org/10.2307/1548478,,Briones-Fourzan&Lozano-Alvarez1991,17,Yucatan Peninsula,388-401,traps,,rectangular,446,cruise 4,literature,,,,FALSE,,,,,,,
23.305,-90.00667,8/16/89,Bathynomus giganteus,https://doi.org/10.2307/1548479,,Briones-Fourzan&Lozano-Alvarez1991,32,Yucatan Peninsula,369-402,traps,,rectangular,447,cruise 4,literature,,,,FALSE,,,,,,,
23.375,-89.955,8/17/89,Bathynomus giganteus,https://doi.org/10.2307/1548480,,Briones-Fourzan&Lozano-Alvarez1991,2,Yucatan Peninsula,427-467,traps,,rectangular,448,cruise 4,literature,,,,FALSE,,,,,,,
22.775,-86.70667,8/18/89,Bathynomus giganteus,https://doi.org/10.2307/1548481,,Briones-Fourzan&Lozano-Alvarez1991,70,Yucatan Peninsula,409-413,traps,,rectangular,449,cruise 4,literature,,,,FALSE,,,,,,,
25.18906,-77.11405,11/17/22,Bathynomus giganteus,,,,1,,749,traps,9.96,Eel,1675,,BTW expedition,,,,FALSE,,,,,,,
25.18906,-77.11405,11/17/22,Bathynomus giganteus,,,,1,,749,traps,9.96,Eel,1676,,BTW expedition,,,,FALSE,,,,,,,
23.8111,-75.1778,1886-03-08,Bathynomus giganteus,https://www.gbif.org/occurrence/1321454455,,Dataset: NMNH Extant Biology,1,"Long Island, West of",2138,,,,5,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: USNM | collectionCode: IZ | catalogNumber: USNM 11559 | recordNumber:  | recordedBy: United States Fish Commission | identifiedBy: Richardson, H. | locality: Long Island, West of | waterBody: North Atlantic Ocean | country: Bahamas",GBIF,,http://n2t.net/ark:/65665/3bc0782f1-cc52-40a8-883b-2037c646b64b,,,,,,,FALSE,,
15.03333,72.56667,1898-01-01,Bathynomus keablei,https://www.gbif.org/occurrence/2012900106,,Lowry JK & Dempsey K. (2006). Tropical Deep Sea Benthos 24(193),3,"Malabar Coast, India",1353,,,,6,Reported during 1898-1908,,,,,FALSE,,,,,,holotype,
9.53333,80.99167,1898-01-01,Bathynomus keablei,https://www.gbif.org/occurrence/2012900106,,Lowry JK & Dempsey K. (2006). Tropical Deep Sea Benthos 24(193),2,Sri Lanka,700,,,,7,Reported during 1898-1908,,,,,FALSE,,,,,,paratype,
15.98617,93.6625,1898-01-01,Bathynomus keablei,https://www.gbif.org/occurrence/2012900106,,Lowry JK & Dempsey K. (2006). Tropical Deep Sea Benthos 24(193),2,Burma (Myanmar),400,,,,8,Reported during 1898-1908,,,,,FALSE,,,,,,paratype,
35.0972,138.688,10/15/06,Bathynomus doederleini,https://www.gbif.org/occurrence/1319818364,,Dataset: NMNH Extant Biology,2,"Honshu Island, Ose Zaki, Suruga Bay",536,,,,9,"orig_scientificName: Bathynomus doederleini Ortmann, 1894 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: USNM | collectionCode: IZ | catalogNumber: USNM 39321 | recordNumber:  | recordedBy: United States Fish Commission | identifiedBy: Richardson, H. | locality: Honshu Island, Ose Zaki, Suruga Bay | waterBody: North Pacific Ocean, Suruga Gulf | country: Japan",GBIF,,http://n2t.net/ark:/65665/373b8eaf7-f55c-42b1-8092-2b620a13f735,,,,,,,FALSE,,
11.9583,121.704,6/3/08,Bathynomus affinis,https://www.gbif.org/occurrence/1320130840,,Richardson1910,1,"Panay Island, Tablas Strait, Caluya Island",571,Trawl,,"Agassiz beam, 12 ft, with mud bag",10,"orig_scientificName: Bathynomus affinis Richardson, 1910 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: USNM | collectionCode: IZ | catalogNumber: USNM 40908 | recordNumber:  | recordedBy: United States Fish Commission | identifiedBy: Richardson, H. | locality: Panay Island, Tablas Strait, Caluya Island | waterBody: North Pacific Ocean | country: Philippines",GBIF,,http://n2t.net/ark:/65665/381832c6d-d83c-461b-81a4-d2d11ff6947a,,,,,,,FALSE,,
25.18906,-77.11405,11/17/22,Bathynomus giganteus,,,,1,,749,traps,9.96,Eel,1677,,BTW expedition,,,,FALSE,,,,,,,
13.8833,120.446,7/18/08,Bathynomus doederleini,https://www.gbif.org/occurrence/1319207197,,Dataset: NMNH Extant Biology,1,"Luzon Island, Verde Island Passage, Calatagan",454,,,,11,"orig_scientificName: Bathynomus doederleini Ortmann, 1894 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: USNM | collectionCode: IZ | catalogNumber: USNM 41546 | recordNumber:  | recordedBy: United States Fish Commission | identifiedBy: Richardson, H. | locality: Luzon Island, Verde Island Passage, Calatagan | waterBody: North Pacific Ocean, China Sea | country: Philippines",GBIF,,http://n2t.net/ark:/65665/358b0c621-da4c-4e9f-a18f-98ec141e08e0,,,,,,,FALSE,,
13.7014,120.513,7/20/08,Bathynomus propinquus,https://www.gbif.org/occurrence/1317808184,,Richardson1910,1,"Luzon Island, Verde Island Passage, Calatagan",772,,,,12,"orig_scientificName: Bathynomus propinquus Richardson, 1910 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: USNM | collectionCode: IZ | catalogNumber: USNM 40909 | recordNumber:  | recordedBy: United States Fish Commission | identifiedBy: Richardson, H. | locality: Luzon Island, Verde Island Passage, Calatagan | waterBody: North Pacific Ocean, China Sea | country: Philippines",GBIF,,http://n2t.net/ark:/65665/31ac69405-f17b-4e82-800e-6526b363d787,,,,,,,FALSE,,
10.9625,118.638,12/27/08,Bathynomus doederleini,https://www.gbif.org/occurrence/1317388389,,Dataset: NMNH Extant Biology,1,"Palawan Island, off NW coast",686,,,,13,"orig_scientificName: Bathynomus doederleini Ortmann, 1894 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: USNM | collectionCode: IZ | catalogNumber: USNM 41545 | recordNumber:  | recordedBy: United States Fish Commission | identifiedBy: Richardson, H. | locality: Palawan Island, off NW coast | waterBody: North Pacific Ocean | country: Philippines",GBIF,,http://n2t.net/ark:/65665/30837899c-4bd9-4f2e-9289-ec68f5692986,,,,,,,FALSE,,
16.76361,-87.95417,4/20/25,Bathynomus giganteus,https://www.gbif.org/occurrence/1039281814,,Bathynomus giganteus (YPM IZ 005915.CR),1,N of Glover Reef,669,,,,14,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: YPM | collectionCode: IZ | catalogNumber: YPM IZ 005915.CR | recordNumber:  | recordedBy: Yacht Pawnee, Cruise I | identifiedBy:  | locality: N of Glover Reef | waterBody: Atlantic Ocean; Caribbean Sea | country: Belize",GBIF,,urn:uuid:dff1a065-ce81-4ae6-a9fa-3490aac487b4,,,,,,,FALSE,,
24.67,-81.58,7/31/30,Bathynomus giganteus,https://www.gbif.org/occurrence/1320889916,,Dataset: NMNH Extant Biology,1,"Florida Keys, Dry Tortugas, 19 mi south of No. 2 Red Buoy",329,,,,15,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: USNM | collectionCode: IZ | catalogNumber: USNM 79104 | recordNumber:  | recordedBy: W. Schmitt | identifiedBy: Schmitt, Waldo LaSalle, Smithsonian Institution, National Museum of Natural History | locality: Florida Keys, Dry Tortugas, 19 mi south of No. 2 Red Buoy | waterBody: North Atlantic Ocean, Gulf of Mexico | country: United States of America",GBIF,,http://n2t.net/ark:/65665/3a319c79a-2f98-44d0-a504-017fbb070280,,,,,,,FALSE,,
24.67,-81.58,7/31/30,Bathynomus giganteus,https://www.gbif.org/occurrence/1320901210,,Dataset: NMNH Extant Biology,1,"Florida Keys, Dry Tortugas, 19 mi south of No. 2 Red Buoy",329,,,,16,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: USNM | collectionCode: IZ | catalogNumber: USNM 79102 | recordNumber:  | recordedBy: W. Schmitt | identifiedBy: Schmitt, Waldo LaSalle, Smithsonian Institution, National Museum of Natural History | locality: Florida Keys, Dry Tortugas, 19 mi south of No. 2 Red Buoy | waterBody: North Atlantic Ocean, Gulf of Mexico | country: United States of America",GBIF,,http://n2t.net/ark:/65665/3a39b20ac-1da5-49ad-b817-3f46a0c94d34,,,,,,,FALSE,,
24.6667,-81.5833,7/3/31,Bathynomus giganteus,https://www.gbif.org/occurrence/1318017176,,Dataset: NMNH Extant Biology,1,"Florida Keys, About 18 Mile Due S Of No. 2 Red Buoy",389.5,,,,17,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: USNM | collectionCode: IZ | catalogNumber: USNM 79096 | recordNumber:  | recordedBy: W. Schmitt | identifiedBy: Schmitt, Waldo LaSalle, Smithsonian Institution, National Museum of Natural History | locality: Florida Keys, About 18 Mile Due S Of No. 2 Red Buoy | waterBody: North Atlantic Ocean, Gulf of Mexico | country: United States of America",GBIF,,http://n2t.net/ark:/65665/32408381e-6f8a-4347-b033-35fe391682c6,,,,,,,FALSE,,
23.35,-80.38333,3/14/38,Bathynomus giganteus,https://www.gbif.org/occurrence/477964165,,,2,Nicholas Channel off Bahia de Santa Clara,868.68,,,,30,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MCZ | collectionCode: IZ | catalogNumber: 80352 | recordNumber:  | recordedBy: RV Atlantis, Harvard-Havana Expedition | identifiedBy: Fenner A. Chace, Jr. | locality: Nicholas Channel off Bahia de Santa Clara | waterBody: Atlantic, Western Central | country: Cuba",GBIF,,MCZ:IZ:80352,,,,,,,FALSE,,
25.18906,-77.11405,11/17/22,Bathynomus giganteus,,,,1,,749,traps,9.96,Eel,1678,,BTW expedition,,,,FALSE,,,,,,,
24.6667,-81.5833,7/3/31,Bathynomus giganteus,https://www.gbif.org/occurrence/1319995682,,Dataset: NMNH Extant Biology,1,"Florida Keys, About 18 Mile Due S Of No. 2 Red Buoy",389.5,,,,18,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: USNM | collectionCode: IZ | catalogNumber: USNM 79099 | recordNumber:  | recordedBy: W. Schmitt | identifiedBy: Schmitt, Waldo LaSalle, Smithsonian Institution, National Museum of Natural History | locality: Florida Keys, About 18 Mile Due S Of No. 2 Red Buoy | waterBody: North Atlantic Ocean, Gulf of Mexico | country: United States of America",GBIF,,http://n2t.net/ark:/65665/37b9058d9-8718-41b0-a4c6-ea5f2df9bd40,,,,,,,FALSE,,
24.6667,-81.5833,7/3/31,Bathynomus giganteus,https://www.gbif.org/occurrence/1321284456,,Dataset: NMNH Extant Biology,1,"Florida Keys, About 18 Mile Due S Of No. 2 Red Buoy",389.5,,,,19,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: USNM | collectionCode: IZ | catalogNumber: USNM 79100 | recordNumber:  | recordedBy: W. Schmitt | identifiedBy: Schmitt, Waldo LaSalle, Smithsonian Institution, National Museum of Natural History | locality: Florida Keys, About 18 Mile Due S Of No. 2 Red Buoy | waterBody: North Atlantic Ocean, Gulf of Mexico | country: United States of America",GBIF,,http://n2t.net/ark:/65665/3b487e134-16e8-495b-ac43-8373e62616b2,,,,,,,FALSE,,
24.63,-82.92,7/7/31,Bathynomus giganteus,https://www.gbif.org/occurrence/1320229906,,Dataset: NMNH Extant Biology,1,"Florida Keys, Dry Tortugas, 20 Mile S Of Red Buoy No. 2",518,,,,20,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: USNM | collectionCode: IZ | catalogNumber: USNM 79103 | recordNumber:  | recordedBy: W. Schmitt | identifiedBy: Schmitt, Waldo LaSalle, Smithsonian Institution, National Museum of Natural History | locality: Florida Keys, Dry Tortugas, 20 Mile S Of Red Buoy No. 2 | waterBody: North Atlantic Ocean, Gulf of Mexico | country: United States of America",GBIF,,http://n2t.net/ark:/65665/385e63e91-4eb4-4c63-96e1-84d8b8d6de4d,,,,,,,FALSE,,
24.63,-82.92,7/7/31,Bathynomus giganteus,https://www.gbif.org/occurrence/1321990044,,Dataset: NMNH Extant Biology,3,"Florida Keys, Dry Tortugas, 20 Mile S Of Red Buoy No. 2",518,,,,21,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: USNM | collectionCode: IZ | catalogNumber: USNM 79106 | recordNumber:  | recordedBy: W. Schmitt | identifiedBy: Schmitt, Waldo LaSalle, Smithsonian Institution, National Museum of Natural History | locality: Florida Keys, Dry Tortugas, 20 Mile S Of Red Buoy No. 2 | waterBody: North Atlantic Ocean, Gulf of Mexico | country: United States of America",GBIF,,http://n2t.net/ark:/65665/3d3cd6dc4-4cda-4481-a97e-58efe9092048,,,,,,,FALSE,,
24.6667,-81.583,7/8/31,Bathynomus giganteus,https://www.gbif.org/occurrence/1320466838,,Dataset: NMNH Extant Biology,2,"Florida Keys, Dry Tortugas, 20 Mile S Of Red Buoy No. 2",490.5,,,,22,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: USNM | collectionCode: IZ | catalogNumber: USNM 79105 | recordNumber:  | recordedBy: W. Schmitt | identifiedBy: Schmitt, Waldo LaSalle, Smithsonian Institution, National Museum of Natural History | locality: Florida Keys, Dry Tortugas, 20 Mile S Of Red Buoy No. 2 | waterBody: North Atlantic Ocean, Gulf of Mexico | country: United States of America",GBIF,,http://n2t.net/ark:/65665/390668a63-5a10-452c-9090-82103586b5ae,,,,,,,FALSE,,
24.6667,-81.583,8/3/32,Bathynomus giganteus,https://www.gbif.org/occurrence/1318852140,,Dataset: NMNH Extant Biology,1,"Florida Keys, 18 Mile S Of Red Buoy No. 2",555,,,,23,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: USNM | collectionCode: IZ | catalogNumber: USNM 79107 | recordNumber:  | recordedBy:  | identifiedBy: Schmitt, Waldo LaSalle, Smithsonian Institution, National Museum of Natural History | locality: Florida Keys, 18 Mile S Of Red Buoy No. 2 | waterBody: North Atlantic Ocean, Gulf of Mexico | country: United States of America",GBIF,,http://n2t.net/ark:/65665/348f2193f-f7b4-40de-bd18-c13b492ee991,,,,,,,FALSE,,
26.23333,-78.71667,2/3/38,Bathynomus giganteus,https://www.gbif.org/occurrence/477968793,,,1,western part of northwest Providence Channel,521.21,,,,24,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MCZ | collectionCode: IZ | catalogNumber: 57346 | recordNumber:  | recordedBy: RV Atlantis, Harvard-Havana Expedition | identifiedBy:  | locality: western part of northwest Providence Channel | waterBody: Atlantic, Western Central | country: Bahamas",GBIF,,MCZ:IZ:57346,,,,,,,FALSE,,
23.36667,-79.88333,3/13/38,Bathynomus giganteus,https://www.gbif.org/occurrence/477904301,,,2,"Nicholas Channel, south of Cay Sal Bank",576.07,,,,25,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MCZ | collectionCode: IZ | catalogNumber: 80350 | recordNumber:  | recordedBy: RV Atlantis, Harvard-Havana Expedition | identifiedBy: Fenner A. Chace, Jr. | locality: Nicholas Channel, south of Cay Sal Bank | waterBody: Atlantic, Western Central | country: Bahamas",GBIF,,MCZ:IZ:80350,,,,,,,FALSE,,
23.36667,-79.88333,3/13/38,Bathynomus giganteus,https://www.gbif.org/occurrence/477964163,,,2,south of Cay Sal Bank,576.07,,,,26,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MCZ | collectionCode: IZ | catalogNumber: 80349 | recordNumber:  | recordedBy: RV Atlantis, Harvard-Havana Expedition | identifiedBy: Fenner A. Chace, Jr. | locality: south of Cay Sal Bank | waterBody: Atlantic, Western Central | country: Bahamas",GBIF,,MCZ:IZ:80349,,,,,,,FALSE,,
23.36667,-79.88333,3/13/38,Bathynomus giganteus,https://www.gbif.org/occurrence/477964257,,,4,"Nicholas Channel, south of Cay Sal Bank",530.35,,,,27,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MCZ | collectionCode: IZ | catalogNumber: 80353 | recordNumber:  | recordedBy: RV Atlantis, Harvard-Havana Expedition | identifiedBy: Fenner A. Chace, Jr. | locality: Nicholas Channel, south of Cay Sal Bank | waterBody: Atlantic, Western Central | country: Bahamas",GBIF,,MCZ:IZ:80353,,,,,,,FALSE,,
23.275,-80.18333,3/14/38,Bathynomus giganteus,https://www.gbif.org/occurrence/477964161,,,6,Puerto Sagua LaGrande,758.95,,,,28,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MCZ | collectionCode: IZ | catalogNumber: 80347 | recordNumber:  | recordedBy: RV Atlantis, Harvard-Havana Expedition | identifiedBy:  | locality: Puerto Sagua LaGrande | waterBody: Atlantic, Western Central | country: Cuba",GBIF,,MCZ:IZ:80347,,,,,,,FALSE,,
23.25,-79.95,3/14/38,Bathynomus giganteus,https://www.gbif.org/occurrence/477964162,,,4,Old Bahama Channel off Cayo Coca,694.94,,,,29,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MCZ | collectionCode: IZ | catalogNumber: 80348 | recordNumber:  | recordedBy: RV Atlantis, Harvard-Havana Expedition | identifiedBy:  | locality: Old Bahama Channel off Cayo Coca | waterBody: Atlantic, Western Central | country: Cuba",GBIF,,MCZ:IZ:80348,,,,,,,FALSE,,
25.18906,-77.11405,11/17/22,Bathynomus giganteus,,,,1,,749,traps,9.96,Eel,1679,,BTW expedition,,,,FALSE,,,,,,,
23.25,-79.95,3/14/38,Bathynomus giganteus,https://www.gbif.org/occurrence/477992324,,,1,Old Bahama Channel off Cayo Coca,694.94,,,,31,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MCZ | collectionCode: IZ | catalogNumber: 80829 | recordNumber:  | recordedBy: RV Atlantis, Harvard-Havana Expedition | identifiedBy:  | locality: Old Bahama Channel off Cayo Coca | waterBody: Atlantic, Western Central | country: Cuba",GBIF,,MCZ:IZ:80829,,,,,,,FALSE,,
23.36667,-81.08333,3/16/38,Bathynomus giganteus,https://www.gbif.org/occurrence/477956911,,,1,Bahia de Cardenas,1037.845,,,,32,"orig_scientificName: Bathynomus giganteus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: MCZ | collectionCode: IZ | catalogNumber: 80828 | recordNumber:  | recordedBy: RV Atlantis, Harvard-Havana Expedition | identifiedBy:  | locality: Bahia de Cardenas | waterBody: Caribbean Sea | country: Cuba",GBIF,,MCZ:IZ:80828,,,,,,,FALSE,,
