"latitude","longitude","date","species","url","reference","n","location","depth","notes","source"
9.049806,-77.007083,2015-04-24,"Bathynomus giganteus","https://www.gbif.org/occurrence/4501531558","Dataset: Estudio de Impacto Ambiental del Área de Perforación Exploratoria Costa Afuera COL-5",1,"Mar Caribe",1389,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Ecopetrol S.A. | catalog: NA","GBIF"
16.478333,-61.700001,2015-06-10,"","https://www.gbif.org/occurrence/1425020087","Dataset: NA",1,"N Grande-Terre",525,"orig_name: Bathynomus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: MNHN | catalog: 2013-18805","GBIF"
16.393999,-60.775833,2015-06-25,"","https://www.gbif.org/occurrence/1457231220","Dataset: NA",1,"E La Désirade",708.5,"orig_name: Bathynomus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: MNHN | catalog: 2016-8494","GBIF"
12.80957,-71.58293,2015-08-27,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711492","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",13,"Pozo Orca-1 Costa afuera de La Guajira",650,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8878","GBIF"
12.80957,-71.58293,2015-08-27,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711495","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",13,"Pozo Orca-1 Costa afuera de La Guajira",650,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8878","GBIF"
12.80957,-71.58293,2015-08-27,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711496","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",13,"Pozo Orca-1 Costa afuera de La Guajira",650,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8878","GBIF"
12.80957,-71.58293,2015-08-27,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711499","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",13,"Pozo Orca-1 Costa afuera de La Guajira",650,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8878","GBIF"
12.80957,-71.58293,2015-08-27,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711502","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",13,"Pozo Orca-1 Costa afuera de La Guajira",650,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8878","GBIF"
12.80957,-71.58293,2015-08-27,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711506","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",13,"Pozo Orca-1 Costa afuera de La Guajira",650,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8878","GBIF"
12.80957,-71.58293,2015-08-27,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711507","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",13,"Pozo Orca-1 Costa afuera de La Guajira",650,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8878","GBIF"
12.80957,-71.58293,2015-08-27,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711509","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",13,"Pozo Orca-1 Costa afuera de La Guajira",650,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8878","GBIF"
12.80957,-71.58293,2015-08-27,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711512","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",13,"Pozo Orca-1 Costa afuera de La Guajira",650,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8878","GBIF"
12.80957,-71.58293,2015-08-27,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711529","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",13,"Pozo Orca-1 Costa afuera de La Guajira",650,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8878","GBIF"
12.80957,-71.58293,2015-08-27,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711545","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",13,"Pozo Orca-1 Costa afuera de La Guajira",650,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8878","GBIF"
12.80957,-71.58293,2015-08-27,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711550","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",13,"Pozo Orca-1 Costa afuera de La Guajira",650,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8878","GBIF"
12.80957,-71.58293,2015-08-27,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711554","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",13,"Pozo Orca-1 Costa afuera de La Guajira",650,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8878","GBIF"
12.75539,-71.58346,2015-09-09,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711307","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",7,"Pozo Orca-1 Costa afuera de La Guajira",750,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8885","GBIF"
12.75539,-71.58346,2015-09-09,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711309","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",7,"Pozo Orca-1 Costa afuera de La Guajira",750,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8885","GBIF"
12.75539,-71.58346,2015-09-09,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711310","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",7,"Pozo Orca-1 Costa afuera de La Guajira",750,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8885","GBIF"
12.75539,-71.58346,2015-09-09,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711425","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",7,"Pozo Orca-1 Costa afuera de La Guajira",750,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8885","GBIF"
12.75539,-71.58346,2015-09-09,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711426","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",7,"Pozo Orca-1 Costa afuera de La Guajira",750,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8885","GBIF"
12.75539,-71.58346,2015-09-09,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711427","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",7,"Pozo Orca-1 Costa afuera de La Guajira",750,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8885","GBIF"
11.30433,-75.28411,2015-09-22,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711428","Dataset: Caracterización de la comunidad nectónica del Bloque COL 3, época lluvias.",1,"Bloque COL 3 Costa afuera frente a los departamentos de Magdalena y La Guajira",1200,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8432","GBIF"
12.75539,-71.58346,2015-09-09,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711451","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",7,"Pozo Orca-1 Costa afuera de La Guajira",750,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8885","GBIF"
12.75565,-71.61106,2015-09-07,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711464","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",11,"Pozo Orca-1 Costa afuera de La Guajira",700,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8886","GBIF"
12.75565,-71.61106,2015-09-07,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711465","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",11,"Pozo Orca-1 Costa afuera de La Guajira",700,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8886","GBIF"
12.75565,-71.61106,2015-09-07,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711466","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",11,"Pozo Orca-1 Costa afuera de La Guajira",700,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8886","GBIF"
12.75565,-71.61106,2015-09-07,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711467","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",11,"Pozo Orca-1 Costa afuera de La Guajira",700,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8886","GBIF"
12.75565,-71.61106,2015-09-07,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711588","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",11,"Pozo Orca-1 Costa afuera de La Guajira",700,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8886","GBIF"
12.75565,-71.61106,2015-09-07,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711591","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",11,"Pozo Orca-1 Costa afuera de La Guajira",700,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8886","GBIF"
12.75565,-71.61106,2015-09-07,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711592","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",11,"Pozo Orca-1 Costa afuera de La Guajira",700,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8886","GBIF"
12.75565,-71.61106,2015-09-07,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711594","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",11,"Pozo Orca-1 Costa afuera de La Guajira",700,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8886","GBIF"
12.75565,-71.61106,2015-09-07,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711596","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",11,"Pozo Orca-1 Costa afuera de La Guajira",700,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8886","GBIF"
12.75565,-71.61106,2015-09-07,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711597","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",11,"Pozo Orca-1 Costa afuera de La Guajira",700,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8886","GBIF"
12.75565,-71.61106,2015-09-07,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711601","Dataset: Caracterización de aguas, sedimentos y comunidades marinas durante de la perforación exploratoria del Pozo Orca I.",11,"Pozo Orca-1 Costa afuera de La Guajira",700,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8886","GBIF"
29.15196,-86.58478,2015-09-30,"Bathynomus giganteus","https://www.gbif.org/occurrence/4958288351","Dataset: NA",1,"Gulf of Mexico",NA,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: VIMS | catalog: 5737","GBIF"
29.13678,-86.796365,2015-09-30,"Bathynomus giganteus","https://www.gbif.org/occurrence/4958288384","Dataset: NA",1,"Gulf of Mexico",NA,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: VIMS | catalog: 5739","GBIF"
29.13678,-86.796365,2015-09-30,"Bathynomus giganteus","https://www.gbif.org/occurrence/4958288386","Dataset: NA",1,"Gulf of Mexico",NA,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: VIMS | catalog: 5738","GBIF"
11.40728,-74.89978,2015-10-01,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711315","Dataset: Caracterización de la comunidad nectónica del Bloque COL 3, época lluvias.",1,"Bloque COL 3 Costa afuera frente a los departamentos de Magdalena y La Guajira",1300,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8444","GBIF"
-2.853167,150.938828,2014-04-25,"","https://www.gbif.org/occurrence/3028869449","Dataset: NA",1,"Papua New Guinea",1237,"orig_name: Bathynomus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: MNHN | catalog: 2013-3096","GBIF"
-5.486667,146.145996,2014-05-08,"","https://www.gbif.org/occurrence/3028869425","Dataset: NA",2,"Basamuk Bay",588,"orig_name: Bathynomus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: MNHN | catalog: 2014-9491","GBIF"
-5.473166,146.146667,2014-05-08,"","https://www.gbif.org/occurrence/3028869448","Dataset: NA",6,"Basamuk Bay",603,"orig_name: Bathynomus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: MNHN | catalog: 2014-18369","GBIF"
19.987475,-92.313819,2014-07-07,"Bathynomus giganteus","https://www.gbif.org/occurrence/2642798680","Dataset: NA",1,"Campeche bank",600,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: FCMM | catalog: YUC-CC-255-11-002116","GBIF"
18.6174,-74.5641,2014-08-26,"Bathynomus giganteus","https://www.gbif.org/occurrence/1022645638","Dataset: NA",1,"Windward Passage",609.6,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: MCZ | catalog: 43650","GBIF"
6.959667,-52.612835,2014-08-09,"Bathynomus giganteus","https://www.gbif.org/occurrence/1090981704","Dataset: NA",1,"French Guiana",537,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: MNHN | catalog: 2014-10312","GBIF"
6.885,-52.557667,2014-08-09,"Bathynomus giganteus","https://www.gbif.org/occurrence/1212549476","Dataset: NA",1,"French Guiana",498.5,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: MNHN | catalog: 2013-2705","GBIF"
6.7735,-52.493999,2014-08-03,"Bathynomus giganteus","https://www.gbif.org/occurrence/1212549643","Dataset: NA",1,"French Guiana",396.5,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: MNHN | catalog: 2013-2926","GBIF"
6.809667,-52.492001,2014-08-03,"Bathynomus giganteus","https://www.gbif.org/occurrence/1212549650","Dataset: NA",1,"French Guiana",499,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: MNHN | catalog: 2013-2919","GBIF"
6.7735,-52.493999,2014-08-03,"Bathynomus giganteus","https://www.gbif.org/occurrence/1212549654","Dataset: NA",1,"French Guiana",396.5,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: MNHN | catalog: 2013-2925","GBIF"
6.885,-52.557667,2014-08-09,"Bathynomus giganteus","https://www.gbif.org/occurrence/1212549664","Dataset: NA",1,"French Guiana",498.5,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: MNHN | catalog: 2013-2920","GBIF"
6.731,-52.493332,2014-08-03,"Bathynomus giganteus","https://www.gbif.org/occurrence/1212549665","Dataset: NA",1,"French Guiana",305,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: MNHN | catalog: 2013-2924","GBIF"
6.943333,-52.558998,2014-08-09,"Bathynomus giganteus","https://www.gbif.org/occurrence/1212549669","Dataset: NA",1,"French Guiana",600.5,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: MNHN | catalog: 2013-2923","GBIF"
7.145833,-53.088501,2014-08-01,"Bathynomus giganteus","https://www.gbif.org/occurrence/1212549670","Dataset: NA",1,"French Guiana",300.5,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: MNHN | catalog: 2013-2922","GBIF"
6.7735,-52.493999,2014-08-03,"Bathynomus giganteus","https://www.gbif.org/occurrence/1212549679","Dataset: NA",1,"French Guiana",396.5,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: MNHN | catalog: 2013-2930","GBIF"
6.885,-52.557667,2014-08-09,"Bathynomus giganteus","https://www.gbif.org/occurrence/1212549680","Dataset: NA",1,"French Guiana",498.5,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: MNHN | catalog: 2013-2928","GBIF"
7.260334,-53.019001,2014-08-02,"Bathynomus giganteus","https://www.gbif.org/occurrence/1212549686","Dataset: NA",1,"French Guiana",502.5,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: MNHN | catalog: 2013-2929","GBIF"
6.7735,-52.493999,2014-08-03,"Bathynomus giganteus","https://www.gbif.org/occurrence/1212549688","Dataset: NA",1,"French Guiana",396.5,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: MNHN | catalog: 2013-2932","GBIF"
6.809667,-52.492001,2014-08-03,"Bathynomus giganteus","https://www.gbif.org/occurrence/1212549689","Dataset: NA",1,"French Guiana",499,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: MNHN | catalog: 2013-2921","GBIF"
6.7735,-52.493999,2014-08-03,"Bathynomus giganteus","https://www.gbif.org/occurrence/1212549690","Dataset: NA",1,"French Guiana",396.5,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: MNHN | catalog: 2013-2931","GBIF"
6.7735,-52.493999,2014-08-03,"Bathynomus giganteus","https://www.gbif.org/occurrence/1212549693","Dataset: NA",1,"French Guiana",396.5,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: MNHN | catalog: 2013-2927","GBIF"
25.59775,-84.66587,2014-09-09,"Bathynomus giganteus","https://www.gbif.org/occurrence/3046516302","Dataset: NA",1,"W of Howell Hook",NA,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: PRESERVED_SPECIMEN | institution: UF | catalog: 57108-Arthropoda","GBIF"
28.328178,-87.895639,2014-09-20,"Bathynomus giganteus","https://www.gbif.org/occurrence/5830856924","Dataset: iNaturalist research-grade observations",1,"United States of America",NA,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: iNaturalist | catalog: 20270136","GBIF"
9.19196,-76.8188,2014-10-15,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711303","Dataset: Monitoreo físico-biótico en la fase “antes” del pozo Kronos 1 (APEM fuerte sur), Caribe colombiano.",1,"Bloque Fuerte sur a 55 km costa afuera, frente a Arboletes-Antioquia.",1700,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8472","GBIF"
9.13774,-76.8183,2014-10-13,"Bathynomus giganteus","https://www.gbif.org/occurrence/4414711318","Dataset: Monitoreo físico-biótico en la fase “antes” del pozo Kronos 1 (APEM fuerte sur), Caribe colombiano.",1,"Bloque Fuerte sur a 55 km costa afuera, frente a Arboletes-Antioquia.",1700,"orig_name: Bathynomus giganteus A.Milne-Edwards, 1879 | basis: HUMAN_OBSERVATION | institution: Instituto de Investigaciones Marinas y Costeras (INVEMAR) | catalog: INV CRU8468","GBIF"
29.301,87.33,2012-04-05,"","https://www.gbif.org/occurrence/2249523092","Dataset: NA",1,"China",NA,"orig_name: BOLD:ACG7869 | basis: MATERIAL_SAMPLE | institution: Mined from GenBank, NCBI | catalog: HBG2547","GBIF"
29.139,87.008,2012-04-04,"","https://www.gbif.org/occurrence/2249523591","Dataset: NA",1,"China",NA,"orig_name: BOLD:ACG7869 | basis: MATERIAL_SAMPLE | institution: Mined from GenBank, NCBI | catalog: HBG2520","GBIF"
28.924,88.516,2012-04-12,"","https://www.gbif.org/occurrence/2249523742","Dataset: NA",1,"China",NA,"orig_name: BOLD:ACG7869 | basis: MATERIAL_SAMPLE | institution: Mined from GenBank, NCBI | catalog: HBG2597","GBIF"
29.139,87.008,2012-04-04,"","https://www.gbif.org/occurrence/2249523765","Dataset: NA",1,"China",NA,"orig_name: BOLD:ACG7869 | basis: MATERIAL_SAMPLE | institution: Mined from GenBank, NCBI | catalog: HBG2505","GBIF"
28.824,88.84,2012-04-12,"","https://www.gbif.org/occurrence/2249523793","Dataset: NA",1,"China",NA,"orig_name: BOLD:ACG7869 | basis: MATERIAL_SAMPLE | institution: Mined from GenBank, NCBI | catalog: HBG2589","GBIF"
29.449,87.951,2012-04-06,"","https://www.gbif.org/occurrence/2249523823","Dataset: NA",1,"China",NA,"orig_name: BOLD:ACG7869 | basis: MATERIAL_SAMPLE | institution: Mined from GenBank, NCBI | catalog: HBG2540","GBIF"
28.924,88.516,2012-04-12,"","https://www.gbif.org/occurrence/2249524049","Dataset: NA",1,"China",NA,"orig_name: BOLD:ACG7869 | basis: MATERIAL_SAMPLE | institution: Mined from GenBank, NCBI | catalog: HBG2600","GBIF"
28.924,88.516,2012-04-12,"","https://www.gbif.org/occurrence/2249524109","Dataset: NA",1,"China",NA,"orig_name: BOLD:ACG7869 | basis: MATERIAL_SAMPLE | institution: Mined from GenBank, NCBI | catalog: HBG2601","GBIF"
26.923,84.922,2012-04-02,"","https://www.gbif.org/occurrence/2249524119","Dataset: NA",1,"India",NA,"orig_name: BOLD:ACG7869 | basis: MATERIAL_SAMPLE | institution: Mined from GenBank, NCBI | catalog: HBG2503","GBIF"
29.139,87.008,2012-04-04,"","https://www.gbif.org/occurrence/2249524148","Dataset: NA",1,"China",NA,"orig_name: BOLD:ACG7869 | basis: MATERIAL_SAMPLE | institution: Mined from GenBank, NCBI | catalog: HBG2518","GBIF"
29.449,87.951,2012-04-06,"","https://www.gbif.org/occurrence/2249524209","Dataset: NA",1,"China",NA,"orig_name: BOLD:ACG7869 | basis: MATERIAL_SAMPLE | institution: Mined from GenBank, NCBI | catalog: HBG2545","GBIF"
29.139,87.008,2012-04-04,"","https://www.gbif.org/occurrence/2249524224","Dataset: NA",1,"China",NA,"orig_name: BOLD:ACG7869 | basis: MATERIAL_SAMPLE | institution: Mined from GenBank, NCBI | catalog: HBG2511","GBIF"
29.454,86.895,2012-04-06,"","https://www.gbif.org/occurrence/2249524225","Dataset: NA",1,"China",NA,"orig_name: BOLD:ACG7869 | basis: MATERIAL_SAMPLE | institution: Mined from GenBank, NCBI | catalog: HBG2526","GBIF"
29.139,87.008,2012-04-04,"","https://www.gbif.org/occurrence/2249524312","Dataset: NA",1,"China",NA,"orig_name: BOLD:ACG7869 | basis: MATERIAL_SAMPLE | institution: Mined from GenBank, NCBI | catalog: HBG2512","GBIF"
